#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column double energy
#column double particle1x
#column double particle1y
#column double particle1z
#column double particle2x
#column double particle2y
#column double particle2z
#column double time
#column double origx
#column double origy
#column double origz
1.022,293.537,82.8315,0,-288.599,-98.6696,0,0.118275,-14.4564,-13.1961,0
1.022,-199.264,-258.559,0,180.604,245.779,0,-0.0568452,-14.4564,-13.1961,0
1.022,164.42,-256.887,0,-195.799,233.855,0,-0.0139004,-14.4564,-13.1961,0
1.022,304.971,4.22958,0,-303.621,-28.9709,0,0.101095,-14.4564,-13.1961,0
1.022,-225.259,-238.184,0,207.42,223.611,0,-0.0540255,-14.4564,-13.1961,0
1.022,-268.495,-144.692,0,273.159,135.68,0,-0.126118,-14.4564,-13.1961,0
1.022,-131.899,-275.005,0,117.686,281.381,0,-0.119796,-14.4564,-13.1961,0
1.022,-304.071,23.7882,0,300.291,-53.3899,0,-0.0845142,-14.4564,-13.1961,0
1.022,198.863,231.254,0,-202.202,-228.34,0,0.129741,-14.4564,-13.1961,0
1.022,-126.072,277.725,0,92.0422,-290.78,0,0.0476471,-14.4564,-13.1961,0
1.022,-155.974,262.101,0,122.373,-279.374,0,0.0342037,-14.4564,-13.1961,0
1.01529,-273.998,133.979,0.0711959,255.501,-166.565,0,-0.0403491,-14.4564,-13.1961,0
1.022,-276.668,128.374,0,259.109,-160.896,0,-0.0430395,-14.4564,-13.1961,0
1.022,-265.626,-149.892,0,270.101,141.67,0,-0.126793,-14.4564,-13.1961,0
1.022,239.963,-188.262,0,-261.579,156.849,0,0.0295468,-14.4564,-13.1961,0
1.022,-282.041,-116.093,0,287.158,102.787,0,-0.121614,-14.4564,-13.1961,0
1.022,304.958,5.07953,0,-339.833,-31.8129,0,-0.0199204,-14.4564,-13.1961,0
1.022,167.586,-254.833,0,-198.715,231.382,0,-0.0122822,-14.4564,-13.1961,0
1.0052,132.55,-274.692,0.40317,-165.815,255.989,0,-0.0292959,-14.4564,-13.1961,0
1.022,151.336,264.806,0,-161.053,-259.011,0,0.125008,-14.4564,-13.1961,0
1.022,99.1538,-288.433,0,-133.166,274.394,0,-0.0445777,-14.4564,-13.1961,0
1.022,207.878,223.185,0,-210.048,-221.145,0,0.130202,-14.4564,-13.1961,0
1.022,239.727,-188.562,0,-261.388,157.167,0,0.0293898,-14.4564,-13.1961,0
1.022,-249.528,-175.387,0,252.54,171.022,0,-0.129377,-14.4564,-13.1961,0
1.022,-281.13,-118.282,0,286.246,105.3,0,-0.122003,-14.4564,-13.1961,0
1.022,-277.247,-127.119,0,282.304,115.453,0,-0.123501,-14.4564,-13.1961,0
1.022,259.657,-160.01,0,-277.087,127.467,0,0.0434518,-14.4564,-13.1961,0
