#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int det1
#column int det2
#column int det3
#column int det4
#column int det5
#column int det6
#column int det7
#column int det8
#column int det9
17086,17412,15879,24607,22079,17444,37469,24708,17229
16895,17555,15815,24592,22205,17330,37492,25092,17229
16783,17616,15821,24761,21914,17720,37653,24961,17155
16873,17468,16317,24819,22175,17596,37264,24997,17002
16808,17463,16097,24558,22106,17343,37518,25106,17124
16710,17310,15771,24660,22253,17539,37504,24906,17397
16826,17298,15945,24721,22013,17657,37304,25398,16909
16784,17352,15890,24549,22346,17646,37595,25103,17084
16606,17373,15982,24658,22433,17448,37670,25161,17096
16665,17389,15958,24857,22337,17665,37356,24983,17114
16531,17416,16110,24864,22526,17657,37136,25266,17253
16814,17487,15924,24924,22269,17395,37676,24975,16929
16658,17350,15802,25141,22602,17348,37272,25011,17239
16661,17378,15959,24770,22315,17651,37242,25285,17223
16595,17670,15767,25218,22209,17645,37018,25215,17138
16749,17436,16017,25389,22413,17414,37282,25056,16769
16756,17447,16001,24954,22447,17410,37462,24821,17218
16927,17187,16109,25192,22358,17507,37279,25227,17027
16640,17656,16011,25196,22210,17796,37245,25141,16982
16711,17281,15967,25069,22515,17497,37314,25054,17191
16460,17560,16030,25413,22403,17236,37337,25056,17133
16517,17542,15939,25476,22539,17406,36992,25538,17166
16661,17716,16064,25337,22708,17510,36691,24919,17359
16454,17612,15769,25787,22439,17604,36825,25224,17101
16690,17281,16087,25811,22582,17727,36679,25167,17189
16575,17517,16073,25809,22203,17586,36877,25362,16821
16590,17498,16099,25998,22476,17260,36616,25132,17174
16480,17526,15878,25916,22632,17536,36545,25167,17091
16570,17561,15895,25686,22633,17629,36643,24898,17242
16440,17269,16022,26275,22716,17515,36846,25087,16958
16690,17680,16169,25927,22683,17566,36438,25078,17086
16653,17551,15880,26172,22758,17383,36659,24818,17314
16579,17514,16208,26030,22698,17185,36638,24968,16940
16861,17824,15654,26233,22763,17271,36323,25047,17179
