#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int det1
#column int det2
#column int det3
#column int det4
#column int det5
#column int det6
#column int det7
#column int det8
#column int det9
16706,16821,15631,24272,21485,16662,41975,24130,16539
16368,16862,15364,24403,20999,16818,42774,23995,16514
16343,17015,15509,24135,21167,16942,42643,24383,16388
16401,16631,15584,24137,21326,16698,42380,24191,16464
16220,16649,15396,24169,21341,16789,42479,24573,16700
16010,16878,15506,24212,21369,16756,42738,24692,16749
16154,16847,15510,24087,21496,17002,42492,24623,16460
16048,16946,15566,24342,21269,17185,42188,24338,16365
16138,16743,15309,24175,21518,16864,42736,24467,16459
16087,16656,15295,24308,21536,17018,42929,24446,16360
15860,16842,15199,24559,21343,17000,42775,24245,16755
15926,16677,15252,24820,21634,16989,42465,24456,16509
16199,16414,15522,24380,21325,16802,42332,24592,16660
16232,16798,15520,24657,21510,16724,42108,24887,16642
16206,16765,15436,24585,21376,16985,42443,24702,16606
15962,16812,15466,24670,21835,16736,42282,24713,16281
16118,16966,15512,24880,21254,16687,42262,24662,16338
16013,16647,15603,24946,21677,16808,42277,24595,16582
16105,16703,15268,24957,21678,16979,42211,24640,16287
15971,16838,15339,25242,21621,16951,42053,24343,16585
15997,16713,15353,25311,21731,17089,42008,24313,16702
15806,16894,15448,25433,21542,16722,42109,24214,16657
16267,16712,15307,25386,21649,16962,41951,24367,16264
16040,16993,15515,25522,21791,17057,41645,24299,16613
16058,16889,15568,25708,21828,16734,41699,24468,16547
15967,16805,15555,25752,21584,16647,41751,24533,16667
16022,16890,15497,25632,21741,16671,41691,24140,16514
15785,16873,15303,25948,21845,17006,41444,24411,16510
15980,16733,15359,26271,21513,16989,41547,24533,16337
15930,16921,15377,25977,21720,16913,41393,24532,16475
15937,16843,15329,26449,21768,16997,41282,24483,16349
15858,17068,15455,26214,21764,16935,41256,24482,16542
16122,16873,15304,26378,21730,16680,41307,24482,16566
16085,16788,15376,26485,22088,16795,41004,24359,16343
15831,17053,15303,26541,21831,16713,40941,24748,16577
16079,16906,15382,26614,22069,16684,40881,24371,16442
15943,16922,15308,26939,21571,16807,40836,24386,16517
16151,16850,15495,27004,21641,16829,40737,24583,16350
16171,17081,15165,26947,22060,16987,40417,24226,16652
16022,17274,15260,27190,21886,16579,40391,24296,16528
16047,16910,15191,27195,21915,17057,40568,24351,16307
16224,16963,15103,27405,21985,16728,40308,24187,16358
16486,16956,15434,27345,21804,16731,40275,24406,16392
16036,17243,15430,27155,22032,16743,39943,24403,16346
16117,17229,15283,27755,21760,16532,39970,24361,16476
16198,17336,15249,27794,22005,16865,39494,24282,16384
16149,17103,15358,28089,22151,16673,39727,24409,16371
16442,17075,15224,27832,21867,17007,39428,24070,16550
16377,17080,15231,28105,22063,16748,39487,24047,16604
16306,17277,15458,28266,22220,16716,39201,23944,16399
16361,17351,15398,28116,22307,16606,38912,24093,16291
16357,17489,15534,28265,22104,16735,39024,23907,16570
16332,17174,15388,28451,22275,16748,38814,24025,16282
16766,17160,15290,28713,21937,16783,39167,23932,16170
16351,17401,15318,28688,22352,16882,38551,24182,16375
16570,17604,15400,28980,22005,16807,38553,23762,16148
16839,17295,15267,28970,22219,16820,37995,23866,16472
16634,17528,15286,28950,22224,16844,37934,23996,16287
16914,17468,15368,29401,22181,16530,37661,23825,16473
16613,17606,15560,29499,22201,16665,37727,23505,16186
16769,17501,15360,29569,22212,16922,37096,23954,16452
16818,17682,15381,29578,22249,16534,37466,23702,16456
16784,17849,15296,29708,22124,16625,37167,23653,16155
16988,17588,15479,29693,22455,16692,36795,23932,16253
17112,17888,15624,29945,22260,16482,36847,23364,16010
17126,17520,15402,29972,22287,16562,36656,23645,16288
17360,17855,15270,30293,22094,16711,36336,23588,16185
17132,17680,15306,30136,22519,16794,36249,23470,16550
17325,18068,15093,30562,22385,16825,35971,23523,16312
17305,18111,15247,30639,22389,16823,36060,23314,16203
17424,18180,15271,30742,22373,16979,35615,23310,16181
17587,18077,15319,30622,22394,16998,35526,23035,16344
17726,18278,15278,30660,22356,16577,35329,23504,16287
17769,18021,15278,30728,22243,16940,35254,23195,16101
17771,18238,15506,30977,22371,16744,34982,23175,15964
17846,18149,15569,31270,22421,16657,34579,22928,16026
17882,18259,15579,31353,22383,16572,34823,23133,15996
17998,18338,15255,31400,22528,16451,34291,23123,16221
18070,18413,15287,31226,22330,16932,34043,23202,16356
18136,18282,15410,31616,22549,16760,33793,23167,16178
18252,18586,15307,31383,22455,16793,33940,22848,16277
18378,18375,15555,31737,22599,16696,33737,22777,16236
18553,18560,15262,31670,22623,16902,33404,22869,16228
18467,18771,15491,31799,22498,16817,33668,22799,16068
18719,18764,15681,31946,22779,16582,32876,22596,16127
19149,18820,15548,32181,22569,16786,32843,22241,15973
19229,18612,15459,31920,22545,16708,32606,22686,16179
19334,18665,15440,32031,22415,16810,32571,22572,16105
19479,18910,15280,32235,22682,16711,32225,22397,16162
19654,18849,15506,32233,22654,16578,32203,22337,16011
19540,19069,15580,32329,22617,16743,31884,22381,16020
19936,19045,15639,32405,22458,16686,31671,22471,16030
20052,18940,15445,32561,22661,16605,31588,22137,15888
20327,19046,15659,32365,22697,16775,31100,22268,15843
20208,19051,15414,32722,22980,16613,31050,22195,16145
20499,19189,15476,32702,22791,16392,31018,22534,16099
20839,19344,15457,32448,22667,16622,30532,22198,15953
20680,19410,15350,32686,23000,16588,30307,21967,15986
20884,19118,15673,32732,22677,16825,30041,22197,16100
21165,19624,15546,32595,22729,16823,30054,21939,15779
21504,19487,15474,33030,22706,16643,29496,22280,15805
21736,19365,15516,32929,22910,16817,29635,21645,15534
21611,19649,15479,32937,22845,16642,29385,21526,15986
21993,19640,15841,33162,22567,16787,29214,21823,15731
22339,19786,15668,33270,22735,16949,28667,21555,15880
22173,19660,15652,32802,22734,16764,28924,21729,16034
22206,19591,15526,33165,22956,16679,28862,21379,15844
22609,19796,15707,33207,22588,16797,28326,21553,15926
22654,20094,15684,32971,22973,16683,28000,21404,15830
23048,19922,15590,33315,22819,16855,27808,21057,15725
23197,20015,15626,33020,22889,16606,28010,21345,15783
23253,20217,15523,33439,22871,16597,27422,21286,15794
23604,20043,15562,33331,22894,16674,27087,21206,16069
23459,20258,15787,33261,22705,16933,27190,21388,15758
23626,20386,15602,33451,22856,16548,27019,21444,15822
23963,20356,15738,33285,22586,16726,26903,21257,15749
24349,20150,15760,33071,22751,16846,26654,20872,16069
24479,20456,15632,33302,22887,16501,26474,21012,15751
24230,20230,15586,33455,23092,16906,26224,20885,15934
24654,20680,15870,33298,22846,16739,25966,20595,16011
24805,20556,15686,33386,22774,16892,25782,20938,15681
25266,20562,15770,33507,22889,16814,25355,20912,15634
25408,20853,15682,33239,22750,16658,25623,20614,15563
16512,16862,15107,24259,21387,16927,42482,24018,16505
16430,16877,15356,24193,21407,16922,42287,24171,16508
16572,16860,15285,24033,21266,16896,42619,24488,16037
16228,16793,15553,24187,21468,16932,42342,24329,16708
16150,16950,15357,23990,21057,16979,42390,24646,16636
16343,16851,15164,24110,21219,16905,42563,24760,16247
16167,16845,15267,24308,21045,16863,42925,24450,16574
16273,16849,15431,24272,21328,16879,42604,24577,16575
16374,16804,15395,24265,21520,17051,42497,24494,16511
16164,16771,15610,24511,21347,16838,42374,24236,16589
15984,16762,15391,24496,21695,16835,42431,24232,16395
16048,16628,15430,24644,21177,17021,42497,24695,16624
15969,16558,15523,24883,21283,16891,42749,24308,16552
16085,16648,15522,24620,21502,16790,42222,24651,16532
16074,16708,15298,24738,21562,16783,42310,24300,16780
16004,16669,15514,24729,21355,16760,42503,24755,16421
15749,16880,15607,24964,21571,16821,42009,24622,16425
15999,16747,15402,24890,21558,16781,42625,24579,16208
15851,16769,15271,25132,21541,16883,42211,24494,16542
16027,16776,15427,25081,21561,16871,42286,24543,16328
16017,16927,15384,25231,21526,16865,41812,24541,16581
16014,16659,15369,25135,21705,16828,41842,24724,16737
15871,16786,15242,25639,21714,16616,41901,24611,16564
15884,16983,15551,25447,21701,16695,41694,24592,16422
16063,16791,15299,25587,21478,16853,41777,24527,16638
15957,17076,15278,25669,21686,16810,41847,24861,16433
16046,16725,15327,25786,21727,16751,41712,24497,16493
16082,16854,15260,25903,21751,16855,41306,24710,16491
15908,16770,15203,25909,21549,16926,41475,24807,16544
15943,16757,15501,25892,21816,16922,41495,24480,16579
16188,17084,15306,26129,21656,16770,41162,24320,16487
16004,16718,15358,26250,22127,16898,41126,24331,16518
16188,16660,15371,26200,21679,16898,41259,24588,16520
16022,16882,15677,26750,21717,16706,41219,24357,16531
16060,16964,15229,26529,21646,16940,40857,24522,16571
16041,16875,15401,26760,21832,16808,41177,24421,16261
16055,16932,15295,26855,21789,17050,40687,24166,16295
15950,17035,15445,26583,21809,16757,40706,24526,16735
16126,17041,15379,26993,21822,16612,40532,24492,16409
15807,16952,15338,27044,22092,16826,40624,24432,16504
15964,17005,15559,27192,22082,16663,40333,24349,16531
15805,17258,15462,27115,22052,16799,40371,24525,16368
16123,17110,15258,27326,21865,16865,39950,24430,16381
16337,16989,15244,27542,21815,16860,39646,24344,16348
16179,17163,15193,27393,22085,16822,39703,24408,16392
16134,17181,15158,27893,22002,16892,39661,24138,16386
16324,17285,15285,27755,21981,16778,39495,24184,16472
16298,17058,15214,27826,22043,16927,39485,24222,16399
16227,17262,15357,28149,21886,16938,39722,24089,16191
16704,17166,15348,28064,22264,16665,38912,24314,16263
16288,17363,15302,28483,21954,16883,39194,24035,16386
16329,17154,15507,28800,21981,16840,38519,24051,16264
16475,17407,15521,28628,22188,16943,38224,23883,16305
16375,17141,15200,28882,22131,16556,38195,24472,16598
16697,17328,15437,28628,22136,16769,38417,24257,16370
16462,17462,15319,29105,22064,16910,38081,24239,16325
16615,17432,15378,29018,22124,16677,38024,23904,16269
16527,17477,15408,29053,22274,16649,38078,23645,16723
16553,17707,15414,29029,22352,16653,37792,23975,16446
16719,17321,15354,29682,22176,16659,37420,24001,16227
16684,17520,15345,29573,22206,16659,37757,23784,16153
17005,17699,15232,29745,22454,16659,37318,23729,16069
16935,17864,15166,29795,22310,16790,37104,23838,16154
17138,17742,15421,29857,22310,16722,36706,23764,16282
16823,17807,15387,30106,22182,16760,36727,23460,16196
17171,17712,15077,30244,22083,16796,36489,23658,16086
17203,17993,15410,30071,22425,16597,35998,23627,16215
17191,17990,15369,30448,22169,16770,36220,23593,16043
17332,17942,15292,30851,22415,16634,35661,23467,16305
17286,17898,15322,30322,22659,16636,35788,23705,16177
17396,18000,15185,30597,22403,16821,35629,23626,16203
17671,17883,15449,30449,22413,16800,35478,23287,16312
17449,17762,15339,31147,22442,16711,35419,23234,16272
17599,18327,15447,30890,22785,16467,34887,23122,16155
17655,18199,15254,30981,22730,16731,34756,23349,16077
17845,18179,15557,30978,22289,16939,34472,23121,16255
17956,18174,15540,31181,22497,16594,34581,23056,16169
17927,18331,15223,31129,22589,16848,34581,22992,16081
18102,18150,15340,31702,22622,16680,34174,22896,16240
18152,18440,15389,31320,22712,16614,34185,23000,16174
18300,18436,15422,31528,22423,16613,33914,23268,16126
18280,18491,15352,31678,22925,16718,33369,22963,16107
18718,18481,15522,31617,22480,16685,33544,22866,16076
18626,18788,15405,31740,22599,16639,32737,22852,16233
18708,18537,15252,32074,22646,16626,33147,22791,16023
18847,18550,15283,31917,22610,16774,33162,22949,16035
18835,18906,15434,32094,22531,16760,32389,22746,15946
19226,18586,15342,31922,22652,16670,32501,22629,15912
19398,19013,15576,32171,22610,16733,32405,22386,15963
19764,18864,15543,32320,22450,16523,31887,22666,15989
19635,19032,15415,32073,22728,16637,31904,22732,16148
19861,19004,15332,32304,22799,16707,31759,22282,15983
19944,18937,15500,32325,22505,16616,31604,22005,16083
20157,19214,15687,32380,22624,16504,31065,22416,16081
20277,19147,15405,32298,22841,16763,31308,22391,15954
20369,19307,15591,32573,22652,16517,30854,22203,15820
20703,19258,15577,32301,22852,16906,30718,22353,15786
20652,19343,15428,32806,22755,16786,30379,21970,16039
20908,19096,15531,32642,22895,16781,30190,22026,15956
21158,19331,15549,32641,22612,16812,30127,22265,15917
21312,19692,15387,32787,22874,16633,30274,22096,15806
21857,19198,15540,32719,22781,16621,29726,22304,15951
21662,19494,15568,32933,22641,16625,29647,21766,15688
21739,19542,15591,32637,22507,16804,29334,22152,15953
21952,19886,15337,32913,22844,16836,28956,21623,15974
22303,19739,15707,33037,22836,16814,28818,21768,15874
22516,19593,15428,33290,22799,16789,28689,21606,15851
22505,19835,15751,33194,22920,16699,28341,21483,15821
22957,20084,15579,32831,22701,16620,28527,21406,15883
22936,20112,15850,32946,22807,16580,27870,21599,15898
23242,20208,15333,33196,22677,16941,27852,21611,15676
23413,19927,15678,33320,22828,16487,27829,21340,15688
23007,20145,15752,32928,23060,16824,27329,21506,16026
23823,20167,15585,33524,22635,16601,27203,21318,15865
23691,20467,15833,33168,22731,16779,26830,21230,15629
24189,20156,15489,33444,23030,16585,26710,21060,15920
24151,20213,15680,33275,22881,16760,26650,21124,15730
24479,20397,15639,33237,22968,16748,26363,20983,15806
24672,20538,15616,33120,23062,16597,26196,21223,15560
24883,20497,15792,33033,22922,16931,25970,20758,15801
25055,20696,15828,33512,22804,16715,25618,20808,15657
25355,20739,15711,32986,22914,16890,25526,20829,15782
25372,20732,15711,33464,22975,16535,25166,20838,15624
16689,17109,15400,24306,21363,16851,42449,23906,16301
16563,16950,15372,24190,21083,17001,42650,24116,16343
16279,16901,15696,24466,21263,16658,42528,24212,16268
16307,16865,15402,24442,21372,16717,42523,24322,16498
16240,16733,15568,24153,21256,17032,42492,24435,16468
16343,16770,15419,23965,21462,17004,42568,24578,16445
16074,16819,15416,24493,21244,17057,42587,24404,16377
16258,16784,15489,24468,21219,16901,42720,24369,16477
16222,16669,15401,24273,21662,16738,42686,24542,16414
16101,16906,15442,24507,21441,16976,42638,24532,16324
16232,16972,15351,24399,21503,16881,42655,24331,16473
16201,16865,15372,24340,21641,16816,42186,24758,16750
16188,16859,15420,24505,21568,16948,42128,24658,16454
16257,16665,15444,25004,21552,16835,42188,24886,16477
15977,16632,15387,24782,21501,16818,42445,24591,16606
16120,16533,15309,24982,21603,16925,42089,24648,16323
15884,16756,15436,25159,21343,16850,42194,24518,16503
15892,16916,15522,25064,21397,16865,42350,24526,16522
15943,16827,15573,24963,21372,16868,42189,24628,16369
15894,16743,15402,25071,21667,16938,42300,24520,16487
15870,16673,15655,25376,21645,16753,42495,24525,16341
15671,16621,15580,25477,21465,16927,42028,24486,16623
15970,16758,15282,25613,21499,16769,41750,24568,16414
15638,16866,15424,25685,21872,16956,41778,24720,16394
15783,16951,15317,25473,21593,16936,41724,24477,16514
16073,16785,15247,25850,21770,16728,41583,24512,16470
16239,16777,15410,25784,21794,16835,41654,24389,16380
16169,16949,15320,25874,21657,16876,41840,24208,16482
15951,16864,15362,26006,21734,16711,41700,24790,16435
15994,16686,15673,26081,21452,16877,41550,24519,16350
15959,17020,15418,25853,21774,16761,41423,24365,16354
16191,16823,15454,26194,21467,16795,41483,24444,16346
15943,16907,15518,26025,21963,16853,40773,24464,16453
16022,17011,15405,26564,21803,16715,41091,24500,16474
16099,16678,15362,26602,22077,16859,40757,24517,16258
16197,16841,15372,26733,21936,16893,40824,24199,16317
16090,16992,15501,26699,21574,16849,40763,24425,16292
15933,16919,15190,26509,21938,16839,40576,24764,16741
16035,16838,15208,26949,21789,16845,40660,24241,16590
15983,16992,15343,27294,21994,16732,40381,24521,16203
16050,17250,15246,27029,22051,16532,40394,24469,16406
16125,17059,15085,27288,21975,16604,40143,24507,16335
16271,17127,15413,27690,22140,16758,39766,24473,16182
16034,17240,15413,27730,21713,16904,39680,24626,16355
15966,17291,15239,27608,22053,16602,40219,24264,16357
16148,16973,15361,27746,21814,16721,39746,24551,16105
