#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int det1
#column int det2
#column int det3
#column int det4
#column int det5
#column int det6
#column int det7
#column int det8
#column int det9
13340,13920,13009,19464,16658,13862,70712,19086,13378
13318,13882,12954,19233,16601,13694,71163,19504,13504
13332,13686,13012,19197,16621,13742,71548,19151,13541
13187,13699,12969,18954,16581,13857,71362,19506,13457
13067,13365,12744,19156,16714,13759,71851,19402,13668
13421,13532,12890,19007,16558,13766,71975,19551,13350
13063,13603,12589,19083,16503,13579,72774,19351,13410
13222,13740,12654,18962,16569,13634,72578,19405,13397
12834,13568,12820,19108,16583,13738,72893,19367,13356
13059,13577,12819,19284,16427,13723,72484,19283,13693
12876,13507,12690,19030,16542,13696,73060,19597,13354
13011,13611,12909,19127,16387,13590,73154,19350,13384
12734,13503,12601,19278,16418,13459,73301,19563,13387
12888,13297,12643,19103,16538,13790,73665,19387,13431
12813,13394,12694,19274,16525,13544,73764,19731,13236
12840,13536,12575,19279,16407,13583,73194,19473,13416
12920,13562,12654,19259,16398,13415,73627,20004,13411
12821,13533,12750,19376,16587,13484,73687,19588,13424
12837,13393,12656,19541,16597,13383,73905,19565,13318
12783,13309,12622,19794,16484,13511,73943,19619,13313
12831,13651,12346,19580,16705,13534,73732,19633,13131
12567,13397,12592,20074,16602,13649,73804,19521,13365
12570,13398,12339,19999,16544,13667,74092,19459,13372
12919,13270,12575,19934,16529,13490,74035,19490,13483
12638,13431,12536,20256,16392,13498,73779,19697,13240
12772,13317,12532,20157,16424,13478,73932,19506,13332
12852,13312,12488,20523,16642,13572,73609,19573,13183
12863,13477,12547,20407,16469,13465,73625,19790,13188
12616,13364,12536,20707,16654,13318,73687,19565,13165
12835,13330,12516,20564,16418,13479,74130,19243,13332
12735,13381,12446,20846,16579,13499,73452,19509,13262
12699,13441,12328,21123,16589,13520,73670,19454,13268
12808,13418,12330,21183,16723,13441,73641,19454,13163
12614,13480,12340,21524,16797,13268,73343,19456,13174
12517,13506,12630,21819,16560,13467,73012,19534,13097
12680,13446,12381,21693,16707,13426,73094,19598,13168
12653,13594,12402,22165,16592,13413,72552,19418,13176
12775,13498,12458,22716,16685,13317,72518,19258,13279
12688,13432,12286,22774,16702,13375,72086,19497,13272
12767,13321,12437,22782,16788,13584,71686,19606,13254
12827,13542,12464,23407,16652,13482,71469,19627,13083
12811,13628,12290,23722,16745,13402,71576,19470,13100
12616,13499,12321,24275,16681,13608,71483,19313,13004
12753,13520,12372,24298,16720,13352,71122,19334,13107
12711,13377,12682,24741,16605,13386,70797,19303,13287
12627,13599,12350,25106,16953,13586,69889,19324,13024
12776,13377,12496,25621,16641,13445,70022,19328,13170
12735,13568,12412,25871,16701,13485,69640,19303,13226
12718,13636,12388,26248,16821,13590,69450,19086,13144
12841,13616,12275,27224,16756,13488,68767,19120,13170
12734,13615,12410,27476,16779,13386,68405,19318,13197
12910,13518,12532,28159,16853,13346,67650,19125,13207
12867,13669,12313,28484,16935,13332,67319,19105,13220
12782,13560,12435,28981,17010,13551,67000,19110,13229
12946,13517,12427,29583,17090,13232,66085,19168,13302
